"DiagnosisCode","Year","Diagnoses","Treat.and.Release","Patient.Admitted","CCSR for ICD-10-CM Body System"
"RSP","2017","RSP014: Pneumothorax",249,454,"Diseases of the respiratory system"
"RSP","2020","RSP001: Sinusitis",3679,65,"Diseases of the respiratory system"
"RSP","2020","RSP002: Pneumonia",19843,11972,"Diseases of the respiratory system"
"RSP","2020","RSP003: Influenza",18981,1596,"Diseases of the respiratory system"
"RSP","2018","RSP013: Lung disease due to external agents",194,68,"Diseases of the respiratory system"
"RSP","2020","RSP005: Acute bronchitis",16359,1624,"Diseases of the respiratory system"
"RSP","2020","RSP006: Other specified upper respiratory infections",60210,434,"Diseases of the respiratory system"
"RSP","2020","RSP007: Oth upper respiratory disease",2120,96,"Diseases of the respiratory system"
"RSP","2020","RSP008: COPD and bronchiectasis",9122,4878,"Diseases of the respiratory system"
"RSP","2020","RSP009: Asthma",13513,1630,"Diseases of the respiratory system"
"RSP","2020","RSP010: Aspiration pneumonitis",210,2600,"Diseases of the respiratory system"
"RSP","2018","RSP007: Oth upper respiratory disease",2862,111,"Diseases of the respiratory system"
"RSP","2018","RSP008: COPD and bronchiectasis",12820,7091,"Diseases of the respiratory system"
"RSP","2018","RSP009: Asthma",23066,2815,"Diseases of the respiratory system"
"RSP","2018","RSP010: Aspiration pneumonitis",282,2875,"Diseases of the respiratory system"
"RSP","2018","RSP011: Pleurisy/pleural effusion/pulmonary collapse",3209,1156,"Diseases of the respiratory system"
"RSP","2018","RSP012: Respiratory failure; insufficiency; arrest",1779,8894,"Diseases of the respiratory system"
"RSP","2019","RSP008: COPD and bronchiectasis",13143,6881,"Diseases of the respiratory system"
"RSP","2018","RSP014: Pneumothorax",274,532,"Diseases of the respiratory system"
"RSP","2018","RSP015: Mediastinal disorders",19,17,"Diseases of the respiratory system"
"RSP","2018","RSP016: Oth lower respiratory disease",2862,770,"Diseases of the respiratory system"
"RSP","2018","RSP017: Postproc respiratory system complication",686,311,"Diseases of the respiratory system"
"RSP","2019","RSP013: Lung disease due to external agents",227,68,"Diseases of the respiratory system"
"RSP","2019","RSP001: Sinusitis",6813,80,"Diseases of the respiratory system"
"RSP","2019","RSP002: Pneumonia",21932,13202,"Diseases of the respiratory system"
"RSP","2019","RSP003: Influenza",19293,1757,"Diseases of the respiratory system"
"RSP","2019","RSP017: Postproc respiratory system complication",675,313,"Diseases of the respiratory system"
"RSP","2020","RSP013: Lung disease due to external agents",135,77,"Diseases of the respiratory system"
"RSP","2020","RSP014: Pneumothorax",250,432,"Diseases of the respiratory system"
"RSP","2019","RSP007: Oth upper respiratory disease",2991,126,"Diseases of the respiratory system"
"RSP","2020","RSP016: Oth lower respiratory disease",2185,666,"Diseases of the respiratory system"
"RSP","2019","RSP009: Asthma",22353,2619,"Diseases of the respiratory system"
"RSP","2019","RSP010: Aspiration pneumonitis",280,2941,"Diseases of the respiratory system"
"RSP","2019","RSP011: Pleurisy/pleural effusion/pulmonary collapse",3430,1064,"Diseases of the respiratory system"
"RSP","2019","RSP012: Respiratory failure; insufficiency; arrest",1963,10063,"Diseases of the respiratory system"
"RSP","2020","RSP012: Respiratory failure; insufficiency; arrest",1789,7612,"Diseases of the respiratory system"
"RSP","2019","RSP014: Pneumothorax",262,490,"Diseases of the respiratory system"
"RSP","2019","RSP015: Mediastinal disorders",25,12,"Diseases of the respiratory system"
"RSP","2019","RSP016: Oth lower respiratory disease",2702,722,"Diseases of the respiratory system"
"RSP","2020","RSP011: Pleurisy/pleural effusion/pulmonary collapse",2650,1011,"Diseases of the respiratory system"
"RSP","2020","RSP017: Postproc respiratory system complication",526,277,"Diseases of the respiratory system"
"RSP","2020","RSP015: Mediastinal disorders",23,NA,"Diseases of the respiratory system"
"SKN","2016","SKN003: Pressure ulcer of skin",541,324,"Diseases of the skin and subcutaneous tissue"
"SKN","2018","SKN001: Skin and subcutaneous tissue infections",51542,10888,"Diseases of the skin and subcutaneous tissue"
"SKN","2016","SKN002: Oth specified inflammatory condition of skin",12906,266,"Diseases of the skin and subcutaneous tissue"
"SKN","2017","SKN002: Oth specified inflammatory condition of skin",11516,278,"Diseases of the skin and subcutaneous tissue"
"SKN","2017","SKN003: Pressure ulcer of skin",504,316,"Diseases of the skin and subcutaneous tissue"
"SKN","2017","SKN001: Skin and subcutaneous tissue infections",50592,10847,"Diseases of the skin and subcutaneous tissue"
"SKN","2017","SKN005: Contact dermatitis",3217,26,"Diseases of the skin and subcutaneous tissue"
"SKN","2017","SKN006: Postproc skin complication",1457,249,"Diseases of the skin and subcutaneous tissue"
"SKN","2017","SKN007: Oth skin disorders",8944,69,"Diseases of the skin and subcutaneous tissue"
"SKN","2017","SKN004: Non-pressure ulcer of skin",876,152,"Diseases of the skin and subcutaneous tissue"
"SKN","2016","SKN001: Skin and subcutaneous tissue infections",54762,11143,"Diseases of the skin and subcutaneous tissue"
"SKN","2019","SKN001: Skin and subcutaneous tissue infections",50179,10347,"Diseases of the skin and subcutaneous tissue"
"SKN","2019","SKN002: Oth specified inflammatory condition of skin",12692,280,"Diseases of the skin and subcutaneous tissue"
"SKN","2019","SKN003: Pressure ulcer of skin",494,308,"Diseases of the skin and subcutaneous tissue"
"SKN","2019","SKN004: Non-pressure ulcer of skin",870,159,"Diseases of the skin and subcutaneous tissue"
"SKN","2019","SKN005: Contact dermatitis",2712,26,"Diseases of the skin and subcutaneous tissue"
"SKN","2020","SKN001: Skin and subcutaneous tissue infections",36702,7836,"Diseases of the skin and subcutaneous tissue"
"SKN","2020","SKN002: Oth specified inflammatory condition of skin",7899,234,"Diseases of the skin and subcutaneous tissue"
"SKN","2020","SKN003: Pressure ulcer of skin",393,271,"Diseases of the skin and subcutaneous tissue"
"SKN","2020","SKN004: Non-pressure ulcer of skin",638,136,"Diseases of the skin and subcutaneous tissue"
"SKN","2020","SKN005: Contact dermatitis",1656,20,"Diseases of the skin and subcutaneous tissue"
"SKN","2018","SKN002: Oth specified inflammatory condition of skin",12099,273,"Diseases of the skin and subcutaneous tissue"
"SKN","2018","SKN003: Pressure ulcer of skin",440,312,"Diseases of the skin and subcutaneous tissue"
"SKN","2018","SKN004: Non-pressure ulcer of skin",940,163,"Diseases of the skin and subcutaneous tissue"
"SKN","2018","SKN005: Contact dermatitis",2889,27,"Diseases of the skin and subcutaneous tissue"
"SKN","2018","SKN006: Postproc skin complication",1626,239,"Diseases of the skin and subcutaneous tissue"
"SKN","2018","SKN007: Oth skin disorders",8799,55,"Diseases of the skin and subcutaneous tissue"
"SKN","2016","SKN004: Non-pressure ulcer of skin",948,192,"Diseases of the skin and subcutaneous tissue"
"SKN","2016","SKN005: Contact dermatitis",3489,30,"Diseases of the skin and subcutaneous tissue"
"SKN","2016","SKN006: Postproc skin complication",1399,248,"Diseases of the skin and subcutaneous tissue"
"SKN","2016","SKN007: Oth skin disorders",9868,49,"Diseases of the skin and subcutaneous tissue"
"SKN","2019","SKN007: Oth skin disorders",8799,67,"Diseases of the skin and subcutaneous tissue"
"SKN","2020","SKN007: Oth skin disorders",5293,47,"Diseases of the skin and subcutaneous tissue"
"SKN","2020","SKN006: Postproc skin complication",1248,198,"Diseases of the skin and subcutaneous tissue"
"SKN","2019","SKN006: Postproc skin complication",1735,276,"Diseases of the skin and subcutaneous tissue"
"SYM","2016","SYM003: Shock",40,97,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM004: Nausea and vomiting",42466,479,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM002: Fever",20108,514,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM007: Malaise and fatigue",11976,262,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM008: Symptoms of mental/substance use conditions",1439,NA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM010: Nervous system signs and symptoms",13098,640,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM011: Genitourinary signs and symptoms",11222,65,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM012: Circulatory signs and symptoms",15367,697,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM009: Abnormal findings related to substance use",11,NA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM001: Syncope",23424,933,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM014: Skin/Subcutaneous signs and symptoms",19328,169,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM015: General sensation/perception signs",21311,156,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM016: Other general signs and symptoms",15294,376,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM005: Dysphagia",1475,112,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM006: Abdominal pain & oth digestive/abdomen signs",148211,1264,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM002: Fever",17055,523,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM003: Shock",20,77,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM004: Nausea and vomiting",38042,355,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM005: Dysphagia",1425,104,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM006: Abdominal pain & oth digestive/abdomen signs",130297,1070,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM007: Malaise and fatigue",11446,274,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM008: Symptoms of mental/substance use conditions",1563,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM009: Abnormal findings related to substance use",NA,NA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM010: Nervous system signs and symptoms",12017,561,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM011: Genitourinary signs and symptoms",10438,73,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM012: Circulatory signs and symptoms",14974,648,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2016","SYM017: Abnormal findings without diagnosis",4075,458,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM001: Syncope",22050,849,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM014: Skin/Subcutaneous signs and symptoms",18198,144,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM015: General sensation/perception signs",20984,179,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM016: Other general signs and symptoms",13645,319,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2017","SYM017: Abnormal findings without diagnosis",3860,457,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM001: Syncope",23017,811,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM002: Fever",15938,454,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM003: Shock",30,69,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM004: Nausea and vomiting",36290,365,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM005: Dysphagia",1472,115,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM006: Abdominal pain & oth digestive/abdomen signs",127788,971,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM007: Malaise and fatigue",11793,314,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM008: Symptoms of mental/substance use conditions",2033,12,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM009: Abnormal findings related to substance use",NA,NA,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"SYM","2018","SYM010: Nervous system signs and symptoms",12662,513,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
